694342;785609;1;0
55713237;54412599;1;0
446634;17907617;1;0
18399009;13236023;1;0
53681448;219726;1;0
6350233;12970732;1;0
3488591;46881790;1;0
23356075;8436605;1;0
662994;12296282;1;0
3320589;1662278;1;0
448985;753069;1;0
960684;47534289;1;0
13312991;1922007;1;0
514938;12551825;1;0
928818;2074079;1;0
467897;206246;1;0
4164096;6133448;1;0
118283;1398955;1;0
1055010;1297783;1;0
1187721;161167;1;0
416087;1006929;1;0
18324737;645498;1;0
1252186;507488;1;0
245499;1954613;1;0
961437;1558709;1;0
3317216;1699527;1;0
2141556;64480;1;0
655865;528826;1;0
1418897;9684437;1;0
2501495;2021536;1;0
1184612;4632035;1;0
18102321;23479696;1;0
41820314;47643069;1;0
374340;47438134;1;0
17978374;1431091;1;0
1536930;115773;1;0
13374710;1384130;1;0
17894753;1026492;1;0
1012283;1631029;1;0
51410191;210004;1;0
12698725;602119;1;0
10711056;18152319;1;0
9074;3318672;1;0
2311104;18059057;1;0
14298882;7630624;1;0
189786;1297518;1;0
2041778;47150257;1;0
12626856;49231655;1;0
1049927;3857265;1;0
55935277;19912958;1;0
13422;1886388;1;0
199785;53302616;1;0
808965;503043;1;0
2101781;1608174;1;0
611418;22822904;1;0
47487994;3002163;1;0
70423;601959;1;0
2300845;2226818;1;0
1081150;821237;1;0
1099831;514314;1;0
2014134;4669947;1;0
708869;75202;1;0
135509;304828;1;0
4921;1917535;1;0
843159;3397769;1;0
1407185;10723413;1;0
514938;10584485;1;0
1846225;235702;1;0
826929;234073;1;0
17942012;1037179;1;0
50501002;3268346;1;0
662994;1062760;1;0
140706;2129806;1;0
736886;1420096;1;0
3317989;2210696;1;0
1216472;464052;1;0
395370;12215710;1;0
11042008;2297661;1;0
285967;865221;1;0
1454708;1062760;1;0
673364;886017;1;0
12609266;5849794;1;0
154891;630734;1;0
13119584;12613446;1;0
539038;23361009;1;0
1445438;2342970;1;0
47764520;2563805;1;0
25247485;55935277;1;0
1848510;489659;1;0
3062986;25247485;1;0
52812348;649459;1;0
148550;103630;1;0
6871228;12697061;1;0
12892856;18017310;1;0
1184612;12540916;1;0
7574760;1460866;1;0
438855;2046106;1;0
5017835;12542876;1;0
1593169;11644416;1;0
47725560;386032;1;0
6952086;42323600;1;0
4810106;12930687;1;0
6833125;4143033;1;0
13455075;13234674;1;0
1124927;22932877;1;0
3334061;362098;1;0
47728593;1469881;1;0
1050791;283387;1;0
2945403;3480900;1;0
928818;847957;1;0
23358802;23422859;1;0
23355247;47271262;1;0
54544305;24113732;1;0
13247104;12530858;1;0
47321638;3313764;1;0
1094103;332414;1;0
1200530;389678;1;0
52609694;62432;1;0
17978374;12516221;1;0
12516221;12698100;1;0
44551;72091;1;0
12642651;19729522;1;0
12766902;629754;1;0
1055010;335777;1;0
47234255;8737148;1;0
12528314;1426814;1;0
937815;2442863;1;0
545954;321497;1;0
1765874;97170;1;0
2120729;12696264;1;0
5780345;12692200;1;0
34134459;1244009;1;0
17977265;12677457;1;0
843546;2472665;1;0
1199274;643258;1;0
316778;1242664;1;0
22920643;18214562;1;0
19357038;13220023;1;0
53894388;12699783;1;0
332414;767968;1;0
13394539;13220023;1;0
64480;757081;1;0
36903168;502062;1;0
1545239;391158;1;0
39556;1015867;1;0
18882964;12518720;1;0
2169022;1833706;1;0
10752887;3061429;1;0
888297;2084716;1;0
554682;1420096;1;0
931969;708448;1;0
3329613;21179359;1;0
677802;1624732;1;0
10490245;150499;1;0
54319710;18318715;1;0
94350;1933404;1;0
42509353;46363328;1;0
728016;10584485;1;0
5304856;47418009;1;0
829287;332414;1;0
695327;743016;1;0
13266458;12530851;1;0
12459359;12613446;1;0
2643952;54157500;1;0
3174434;35227341;1;0
42210600;50348007;1;0
7870607;1244009;1;0
3422471;1026492;1;0
23625009;55935277;1;0
1458695;1291222;1;0
2132587;1689917;1;0
192058;626963;1;0
1903859;47564395;1;0
11564646;1166437;1;0
16649;181077;1;0
21384874;3486175;1;0
1593169;1384130;1;0
12698100;13236023;1;0
1746861;7817688;1;0
724872;1128738;1;0
18374356;5078914;1;0
48331989;361186;1;0
3313262;1691800;1;0
12727261;7630624;1;0
36882528;506987;1;0
18354048;12643270;1;0
5815736;24485336;1;0
12627287;11644416;1;0
12868288;12692200;1;0
10803332;3881368;1;0
1117178;1147403;1;0
12691608;9684437;1;0
18505273;10691023;1;0
47321638;739470;1;0
6825;300410;1;0
12849746;5742976;1;0
12634907;2939866;1;0
471801;324115;1;0
538136;3893693;1;0
630734;2876656;1;0
4126111;51873650;1;0
2153478;855878;1;0
1738421;18802902;1;0
306326;23433873;1;0
12849854;19257154;1;0
10508022;23355247;1;0
2153634;1658973;1;0
46881790;24611708;1;0
490982;884884;1;0
570589;987330;1;0
7870607;3699975;1;0
1512291;2057030;1;0
10511589;1217219;1;0
379954;829343;1;0
12530846;11500100;1;0
12998989;23814267;1;0
285967;1038502;1;0
303235;13157710;1;0
1578783;303068;1;0
2444451;391158;1;0
22227521;13220023;1;0
12995851;56793864;1;0
47632918;8588044;1;0
1107153;12518720;1;0
12930687;4708177;1;0
634942;1173533;1;0
1015403;744787;1;0
2039232;3092804;1;0
3321639;778710;1;0
55053769;312484;1;0
1098924;12692866;1;0
12755721;47773061;1;0
5780345;1375624;1;0
12849746;6825086;1;0
2559654;12698890;1;0
320944;53667852;1;0
3062986;19843813;1;0
666144;681760;1;0
12530860;4438177;1;0
751973;119045;1;0
47549052;1675426;1;0
34107950;53339801;1;0
47340600;2253818;1;0
18911250;19197860;1;0
18095942;12526395;1;0
12698725;12930687;1;0
23750450;19874675;1;0
23750450;53821628;1;0
47331448;27574;1;0
10944445;2210788;1;0
597782;1438286;1;0
801921;3315710;1;0
53627099;950819;1;0
316571;85149;1;0
3369359;47777292;1;0
303235;12675720;1;0
922255;27574;1;0
22250327;12699210;1;0
12607514;12797498;1;0
6871228;12518716;1;0
12627287;1384130;1;0
45620634;12675720;1;0
1848510;43441;1;0
929267;1098924;1;0
1445438;13415781;1;0
3893693;1404515;1;0
1765874;70984;1;0
1594241;432160;1;0
455894;2225226;1;0
538136;48350293;1;0
1116772;112413;1;0
282800;1020838;1;0
2021536;64480;1;0
30163;1491164;1;0
3686899;11564646;1;0
12544984;8089820;1;0
2104978;1161423;1;0
47600649;12972232;1;0
42944811;13225897;1;0
226817;1280977;1;0
49557778;10606737;1;0
17977471;12539535;1;0
69173;57358185;1;0
431388;59267;1;0
1474081;2222791;1;0
1654037;260806;1;0
23758229;47694252;1;0
402149;1297783;1;0
2037349;300418;1;0
1912369;12698895;1;0
1379451;17925046;1;0
399229;79739;1;0
1594915;907064;1;0
12604714;154661;1;0
1028677;2225226;1;0
12995851;413438;1;0
2897022;4470094;1;0
13009840;246688;1;0
43121;12403741;1;0
13374710;6310554;1;0
52299773;446634;1;0
6168;12735034;1;0
529542;47230974;1;0
1497042;3358323;1;0
1113031;1529041;1;0
3316643;644528;1;0
12532971;12562415;1;0
2668571;12518717;1;0
12691450;12695051;1;0
570589;3347760;1;0
3335587;47430104;1;0
60520;42597561;1;0
12597000;12530851;1;0
143214;11324010;1;0
2629572;647155;1;0
11443166;1137816;1;0
5728115;4980164;1;0
397445;1240236;1;0
12530852;46068676;1;0
3313587;847908;1;0
12601643;51343830;1;0
23408404;47395741;1;0
2275311;12695051;1;0
10499927;375989;1;0
79967;766360;1;0
6827981;471357;1;0
56982894;9684437;1;0
56768529;19197860;1;0
11812803;703344;1;0
1048701;34315;1;0
18017309;56562021;1;0
10656128;12146113;1;0
467692;226885;1;0
457112;12692200;1;0
47473890;47430281;1;0
832586;590602;1;0
2046733;219726;1;0
1156885;12693692;1;0
1184612;12530852;1;0
21858358;21859455;1;0
3574268;13203439;1;0
13404312;12530863;1;0
2234064;52812348;1;0
275183;1696939;1;0
36903168;1138846;1;0
47168966;4711096;1;0
12881109;49478187;1;0
1912369;12640205;1;0
1499943;222109;1;0
10630994;12695051;1;0
13157710;12675720;1;0
12998992;12680231;1;0
13120034;6310554;1;0
13289046;12572788;1;0
49087260;47178527;1;0
363082;2598654;1;0
492324;1258987;1;0
713130;1251057;1;0
13112382;48549614;1;0
19086782;1922007;1;0
228748;11641697;1;0
21962157;13339219;1;0
47318992;1793469;1;0
10636277;12693853;1;0
34107607;476675;1;0
34113978;13323845;1;0
674156;174801;1;0
195119;24185447;1;0
1015403;2598200;1;0
23516807;54348235;1;0
47236509;644548;1;0
10654473;11324010;1;0
51676965;53701570;1;0
1479252;630734;1;0
1897633;2201941;1;0
19749483;1039693;1;0
12530846;12540763;1;0
415944;434633;1;0
12693692;17977337;1;0
